TXNID:236842 | STATUS:REJECTED | LATENCY:92ms
TXNID:609080 | STATUS:REJECTED | LATENCY:184ms
TXNID:256395 | STATUS:PENDING | LATENCY:10ms
TXNID:905120 | STATUS:SUCCESS | LATENCY:64ms
TXNID:207661 | STATUS:PENDING | LATENCY:35ms
TXNID:770719 | STATUS:FAILURE | LATENCY:82ms
TXNID:820691 | STATUS:SUCCESS | LATENCY:22ms
TXNID:391252 | STATUS:SUCCESS | LATENCY:197ms
TXNID:757945 | STATUS:REJECTED | LATENCY:0ms
TXNID:658253 | STATUS:FAILURE | LATENCY:80ms
TXNID:584607 | STATUS:REJECTED | LATENCY:43ms
TXNID:786357 | STATUS:SUCCESS | LATENCY:78ms
TXNID:592228 | STATUS:REJECTED | LATENCY:161ms
TXNID:530724 | STATUS:PENDING | LATENCY:159ms
TXNID:877301 | STATUS:REJECTED | LATENCY:15ms
TXNID:216401 | STATUS:REJECTED | LATENCY:154ms
TXNID:854540 | STATUS:PENDING | LATENCY:51ms
TXNID:449359 | STATUS:FAILURE | LATENCY:54ms
TXNID:686447 | STATUS:REJECTED | LATENCY:109ms
TXNID:580208 | STATUS:FAILURE | LATENCY:175ms
TXNID:862224 | STATUS:SUCCESS | LATENCY:168ms
TXNID:159725 | STATUS:SUCCESS | LATENCY:138ms
TXNID:181117 | STATUS:PENDING | LATENCY:39ms
TXNID:469424 | STATUS:REJECTED | LATENCY:103ms
TXNID:705016 | STATUS:SUCCESS | LATENCY:174ms
TXNID:180895 | STATUS:SUCCESS | LATENCY:148ms
TXNID:142027 | STATUS:PENDING | LATENCY:198ms
TXNID:848389 | STATUS:SUCCESS | LATENCY:51ms
TXNID:232928 | STATUS:SUCCESS | LATENCY:61ms
TXNID:122752 | STATUS:SUCCESS | LATENCY:69ms
TXNID:435474 | STATUS:SUCCESS | LATENCY:113ms
TXNID:126715 | STATUS:SUCCESS | LATENCY:110ms
TXNID:36668 | STATUS:SUCCESS | LATENCY:159ms
TXNID:116588 | STATUS:FAILURE | LATENCY:55ms
TXNID:313705 | STATUS:REJECTED | LATENCY:66ms
TXNID:883621 | STATUS:PENDING | LATENCY:32ms
TXNID:307999 | STATUS:FAILURE | LATENCY:133ms
TXNID:565186 | STATUS:SUCCESS | LATENCY:134ms
TXNID:344221 | STATUS:PENDING | LATENCY:177ms
TXNID:194897 | STATUS:SUCCESS | LATENCY:40ms
TXNID:772626 | STATUS:PENDING | LATENCY:171ms
TXNID:386614 | STATUS:PENDING | LATENCY:80ms
TXNID:201096 | STATUS:FAILURE | LATENCY:99ms
TXNID:48992 | STATUS:FAILURE | LATENCY:104ms
TXNID:765483 | STATUS:FAILURE | LATENCY:68ms
TXNID:976418 | STATUS:REJECTED | LATENCY:102ms
TXNID:493242 | STATUS:SUCCESS | LATENCY:53ms
TXNID:742503 | STATUS:REJECTED | LATENCY:167ms
TXNID:608777 | STATUS:REJECTED | LATENCY:117ms
TXNID:617978 | STATUS:PENDING | LATENCY:5ms
TXNID:173421 | STATUS:PENDING | LATENCY:101ms
TXNID:881430 | STATUS:SUCCESS | LATENCY:12ms
TXNID:110184 | STATUS:PENDING | LATENCY:87ms
TXNID:491436 | STATUS:PENDING | LATENCY:129ms
TXNID:145565 | STATUS:PENDING | LATENCY:150ms
TXNID:979324 | STATUS:REJECTED | LATENCY:127ms
TXNID:994126 | STATUS:FAILURE | LATENCY:142ms
TXNID:859360 | STATUS:SUCCESS | LATENCY:67ms
TXNID:236932 | STATUS:PENDING | LATENCY:58ms
TXNID:227877 | STATUS:PENDING | LATENCY:85ms
TXNID:204191 | STATUS:SUCCESS | LATENCY:177ms
TXNID:269459 | STATUS:FAILURE | LATENCY:168ms
TXNID:308097 | STATUS:FAILURE | LATENCY:105ms
TXNID:639360 | STATUS:PENDING | LATENCY:92ms
TXNID:784991 | STATUS:FAILURE | LATENCY:7ms
TXNID:392200 | STATUS:PENDING | LATENCY:93ms
TXNID:202300 | STATUS:SUCCESS | LATENCY:48ms
TXNID:202671 | STATUS:FAILURE | LATENCY:56ms
TXNID:347770 | STATUS:PENDING | LATENCY:189ms
TXNID:168536 | STATUS:REJECTED | LATENCY:84ms
TXNID:418174 | STATUS:PENDING | LATENCY:39ms
TXNID:314697 | STATUS:PENDING | LATENCY:163ms
TXNID:930042 | STATUS:SUCCESS | LATENCY:15ms
TXNID:92854 | STATUS:SUCCESS | LATENCY:74ms
TXNID:629502 | STATUS:REJECTED | LATENCY:57ms
TXNID:771218 | STATUS:REJECTED | LATENCY:14ms
TXNID:375920 | STATUS:SUCCESS | LATENCY:4ms
TXNID:992587 | STATUS:SUCCESS | LATENCY:194ms
TXNID:822391 | STATUS:FAILURE | LATENCY:12ms
TXNID:485657 | STATUS:FAILURE | LATENCY:21ms
TXNID:67649 | STATUS:REJECTED | LATENCY:113ms
TXNID:846734 | STATUS:PENDING | LATENCY:122ms
TXNID:713765 | STATUS:SUCCESS | LATENCY:163ms
TXNID:626633 | STATUS:PENDING | LATENCY:41ms
TXNID:987727 | STATUS:PENDING | LATENCY:33ms
TXNID:576243 | STATUS:REJECTED | LATENCY:180ms
TXNID:598082 | STATUS:PENDING | LATENCY:156ms
TXNID:499469 | STATUS:SUCCESS | LATENCY:59ms
TXNID:66945 | STATUS:PENDING | LATENCY:172ms
TXNID:977164 | STATUS:REJECTED | LATENCY:184ms
TXNID:169663 | STATUS:FAILURE | LATENCY:28ms
TXNID:314235 | STATUS:SUCCESS | LATENCY:147ms
TXNID:420209 | STATUS:PENDING | LATENCY:118ms
TXNID:747075 | STATUS:SUCCESS | LATENCY:111ms
TXNID:154342 | STATUS:FAILURE | LATENCY:59ms
TXNID:241588 | STATUS:SUCCESS | LATENCY:31ms
TXNID:796446 | STATUS:SUCCESS | LATENCY:80ms
TXNID:357253 | STATUS:FAILURE | LATENCY:74ms
TXNID:792503 | STATUS:PENDING | LATENCY:195ms
TXNID:805114 | STATUS:REJECTED | LATENCY:15ms
TXNID:309093 | STATUS:REJECTED | LATENCY:188ms
TXNID:733162 | STATUS:REJECTED | LATENCY:76ms
TXNID:268537 | STATUS:PENDING | LATENCY:42ms
TXNID:568458 | STATUS:PENDING | LATENCY:183ms
TXNID:335240 | STATUS:FAILURE | LATENCY:170ms
TXNID:872349 | STATUS:REJECTED | LATENCY:70ms
TXNID:338642 | STATUS:PENDING | LATENCY:189ms
TXNID:239990 | STATUS:FAILURE | LATENCY:78ms
TXNID:710206 | STATUS:FAILURE | LATENCY:64ms
TXNID:545180 | STATUS:PENDING | LATENCY:97ms
TXNID:582589 | STATUS:PENDING | LATENCY:7ms
TXNID:862818 | STATUS:REJECTED | LATENCY:45ms
TXNID:144614 | STATUS:PENDING | LATENCY:114ms
TXNID:362586 | STATUS:PENDING | LATENCY:45ms
TXNID:974943 | STATUS:REJECTED | LATENCY:76ms
TXNID:299652 | STATUS:SUCCESS | LATENCY:161ms
TXNID:381954 | STATUS:PENDING | LATENCY:166ms
TXNID:137094 | STATUS:PENDING | LATENCY:12ms
TXNID:714621 | STATUS:SUCCESS | LATENCY:24ms
TXNID:601958 | STATUS:PENDING | LATENCY:194ms
TXNID:949275 | STATUS:FAILURE | LATENCY:9ms
TXNID:368904 | STATUS:REJECTED | LATENCY:34ms
TXNID:155020 | STATUS:REJECTED | LATENCY:22ms
TXNID:611360 | STATUS:REJECTED | LATENCY:20ms
TXNID:890611 | STATUS:FAILURE | LATENCY:126ms
TXNID:533633 | STATUS:PENDING | LATENCY:187ms
TXNID:612791 | STATUS:SUCCESS | LATENCY:85ms
TXNID:801161 | STATUS:REJECTED | LATENCY:9ms
TXNID:800453 | STATUS:FAILURE | LATENCY:168ms
TXNID:310163 | STATUS:SUCCESS | LATENCY:29ms
TXNID:785289 | STATUS:PENDING | LATENCY:34ms
TXNID:294809 | STATUS:FAILURE | LATENCY:164ms
TXNID:581764 | STATUS:PENDING | LATENCY:165ms
TXNID:551276 | STATUS:PENDING | LATENCY:12ms
TXNID:152789 | STATUS:PENDING | LATENCY:2ms
TXNID:94426 | STATUS:PENDING | LATENCY:92ms
TXNID:53695 | STATUS:SUCCESS | LATENCY:173ms
TXNID:879877 | STATUS:FAILURE | LATENCY:46ms
TXNID:935794 | STATUS:REJECTED | LATENCY:27ms
TXNID:598320 | STATUS:PENDING | LATENCY:56ms
TXNID:159312 | STATUS:SUCCESS | LATENCY:53ms
TXNID:496256 | STATUS:REJECTED | LATENCY:35ms
TXNID:797064 | STATUS:REJECTED | LATENCY:38ms
TXNID:183440 | STATUS:FAILURE | LATENCY:37ms
TXNID:951890 | STATUS:PENDING | LATENCY:84ms
TXNID:117676 | STATUS:SUCCESS | LATENCY:122ms
TXNID:401793 | STATUS:SUCCESS | LATENCY:13ms
TXNID:882063 | STATUS:REJECTED | LATENCY:80ms
TXNID:75797 | STATUS:FAILURE | LATENCY:42ms
TXNID:180014 | STATUS:FAILURE | LATENCY:162ms
TXNID:761373 | STATUS:PENDING | LATENCY:1ms
TXNID:548217 | STATUS:FAILURE | LATENCY:113ms
TXNID:128860 | STATUS:SUCCESS | LATENCY:6ms
TXNID:263704 | STATUS:SUCCESS | LATENCY:113ms
TXNID:100 | STATUS:REJECTED | LATENCY:193ms
TXNID:345913 | STATUS:FAILURE | LATENCY:136ms
TXNID:122818 | STATUS:PENDING | LATENCY:189ms
TXNID:472786 | STATUS:REJECTED | LATENCY:185ms
TXNID:518907 | STATUS:SUCCESS | LATENCY:83ms
TXNID:455569 | STATUS:REJECTED | LATENCY:182ms
TXNID:490632 | STATUS:PENDING | LATENCY:146ms
TXNID:532034 | STATUS:FAILURE | LATENCY:54ms
TXNID:832504 | STATUS:SUCCESS | LATENCY:131ms
TXNID:23587 | STATUS:SUCCESS | LATENCY:126ms
TXNID:927152 | STATUS:SUCCESS | LATENCY:175ms
TXNID:433817 | STATUS:FAILURE | LATENCY:132ms
TXNID:891343 | STATUS:SUCCESS | LATENCY:185ms
TXNID:648436 | STATUS:PENDING | LATENCY:118ms
TXNID:919120 | STATUS:SUCCESS | LATENCY:49ms
TXNID:656456 | STATUS:REJECTED | LATENCY:38ms
TXNID:755264 | STATUS:FAILURE | LATENCY:148ms
TXNID:734093 | STATUS:PENDING | LATENCY:171ms
TXNID:972567 | STATUS:PENDING | LATENCY:25ms
TXNID:930211 | STATUS:SUCCESS | LATENCY:191ms
TXNID:436847 | STATUS:SUCCESS | LATENCY:37ms
TXNID:517901 | STATUS:FAILURE | LATENCY:91ms
TXNID:592804 | STATUS:SUCCESS | LATENCY:6ms
TXNID:460046 | STATUS:REJECTED | LATENCY:41ms
TXNID:272762 | STATUS:REJECTED | LATENCY:193ms
TXNID:106172 | STATUS:SUCCESS | LATENCY:46ms
TXNID:909808 | STATUS:FAILURE | LATENCY:91ms
TXNID:848885 | STATUS:PENDING | LATENCY:113ms
TXNID:501743 | STATUS:PENDING | LATENCY:178ms
TXNID:201260 | STATUS:SUCCESS | LATENCY:162ms
TXNID:300267 | STATUS:SUCCESS | LATENCY:2ms
TXNID:359040 | STATUS:SUCCESS | LATENCY:30ms
TXNID:741824 | STATUS:SUCCESS | LATENCY:78ms
TXNID:460499 | STATUS:SUCCESS | LATENCY:63ms
TXNID:963381 | STATUS:REJECTED | LATENCY:36ms
TXNID:6736 | STATUS:SUCCESS | LATENCY:97ms
TXNID:299456 | STATUS:PENDING | LATENCY:195ms
TXNID:249905 | STATUS:FAILURE | LATENCY:45ms
TXNID:881557 | STATUS:SUCCESS | LATENCY:45ms
TXNID:428016 | STATUS:REJECTED | LATENCY:170ms
TXNID:694670 | STATUS:PENDING | LATENCY:119ms
TXNID:530524 | STATUS:REJECTED | LATENCY:1ms
TXNID:75164 | STATUS:REJECTED | LATENCY:144ms
TXNID:12950 | STATUS:FAILURE | LATENCY:159ms
TXNID:863955 | STATUS:PENDING | LATENCY:180ms
TXNID:331652 | STATUS:REJECTED | LATENCY:89ms
TXNID:147329 | STATUS:SUCCESS | LATENCY:12ms
TXNID:491488 | STATUS:REJECTED | LATENCY:193ms
TXNID:990680 | STATUS:FAILURE | LATENCY:68ms
TXNID:416104 | STATUS:SUCCESS | LATENCY:15ms
TXNID:384392 | STATUS:SUCCESS | LATENCY:185ms
TXNID:477020 | STATUS:FAILURE | LATENCY:97ms
TXNID:69123 | STATUS:REJECTED | LATENCY:38ms
TXNID:225886 | STATUS:FAILURE | LATENCY:127ms
TXNID:334139 | STATUS:SUCCESS | LATENCY:3ms
TXNID:174404 | STATUS:PENDING | LATENCY:59ms
TXNID:619031 | STATUS:FAILURE | LATENCY:151ms
TXNID:455211 | STATUS:FAILURE | LATENCY:100ms
TXNID:291058 | STATUS:REJECTED | LATENCY:52ms
TXNID:822196 | STATUS:FAILURE | LATENCY:55ms
TXNID:918304 | STATUS:REJECTED | LATENCY:13ms
TXNID:349527 | STATUS:FAILURE | LATENCY:99ms
TXNID:541138 | STATUS:REJECTED | LATENCY:130ms
TXNID:122299 | STATUS:SUCCESS | LATENCY:96ms
TXNID:258185 | STATUS:SUCCESS | LATENCY:2ms
TXNID:435218 | STATUS:PENDING | LATENCY:99ms
TXNID:287037 | STATUS:FAILURE | LATENCY:127ms
TXNID:738920 | STATUS:SUCCESS | LATENCY:11ms
TXNID:319122 | STATUS:FAILURE | LATENCY:75ms
TXNID:56140 | STATUS:FAILURE | LATENCY:26ms
TXNID:884234 | STATUS:PENDING | LATENCY:115ms
TXNID:890314 | STATUS:PENDING | LATENCY:68ms
TXNID:744086 | STATUS:SUCCESS | LATENCY:176ms
TXNID:78468 | STATUS:SUCCESS | LATENCY:174ms
TXNID:153094 | STATUS:PENDING | LATENCY:67ms
TXNID:332051 | STATUS:REJECTED | LATENCY:114ms
TXNID:664236 | STATUS:PENDING | LATENCY:104ms
TXNID:865848 | STATUS:REJECTED | LATENCY:12ms
TXNID:475916 | STATUS:REJECTED | LATENCY:32ms
TXNID:83610 | STATUS:SUCCESS | LATENCY:1ms
TXNID:383502 | STATUS:FAILURE | LATENCY:6ms
TXNID:715048 | STATUS:FAILURE | LATENCY:36ms
TXNID:229715 | STATUS:SUCCESS | LATENCY:85ms
TXNID:943456 | STATUS:FAILURE | LATENCY:25ms
TXNID:59110 | STATUS:FAILURE | LATENCY:150ms
TXNID:935986 | STATUS:FAILURE | LATENCY:60ms
TXNID:672238 | STATUS:PENDING | LATENCY:138ms
TXNID:687845 | STATUS:PENDING | LATENCY:139ms
TXNID:917215 | STATUS:FAILURE | LATENCY:3ms
TXNID:917141 | STATUS:PENDING | LATENCY:107ms
TXNID:782232 | STATUS:REJECTED | LATENCY:101ms
TXNID:797061 | STATUS:REJECTED | LATENCY:148ms
TXNID:330135 | STATUS:REJECTED | LATENCY:165ms
TXNID:357741 | STATUS:REJECTED | LATENCY:142ms
TXNID:383026 | STATUS:REJECTED | LATENCY:96ms
TXNID:695336 | STATUS:FAILURE | LATENCY:104ms
TXNID:418773 | STATUS:FAILURE | LATENCY:58ms
TXNID:883294 | STATUS:PENDING | LATENCY:160ms
TXNID:297775 | STATUS:SUCCESS | LATENCY:1ms
TXNID:142017 | STATUS:SUCCESS | LATENCY:22ms
TXNID:187231 | STATUS:PENDING | LATENCY:69ms
TXNID:224572 | STATUS:FAILURE | LATENCY:165ms
TXNID:757852 | STATUS:PENDING | LATENCY:163ms
TXNID:650619 | STATUS:SUCCESS | LATENCY:6ms
TXNID:602967 | STATUS:REJECTED | LATENCY:1ms
TXNID:549054 | STATUS:PENDING | LATENCY:188ms
TXNID:715680 | STATUS:REJECTED | LATENCY:178ms
TXNID:415729 | STATUS:SUCCESS | LATENCY:139ms
TXNID:863413 | STATUS:PENDING | LATENCY:8ms
TXNID:410669 | STATUS:REJECTED | LATENCY:7ms
TXNID:834849 | STATUS:PENDING | LATENCY:158ms
TXNID:161617 | STATUS:PENDING | LATENCY:99ms
TXNID:389758 | STATUS:REJECTED | LATENCY:80ms
TXNID:224972 | STATUS:PENDING | LATENCY:119ms
TXNID:201042 | STATUS:FAILURE | LATENCY:17ms
TXNID:98720 | STATUS:SUCCESS | LATENCY:77ms
TXNID:550705 | STATUS:REJECTED | LATENCY:8ms
TXNID:55607 | STATUS:SUCCESS | LATENCY:150ms
TXNID:376159 | STATUS:PENDING | LATENCY:59ms
TXNID:83247 | STATUS:SUCCESS | LATENCY:123ms
TXNID:288962 | STATUS:PENDING | LATENCY:140ms
TXNID:687049 | STATUS:FAILURE | LATENCY:50ms
TXNID:204447 | STATUS:SUCCESS | LATENCY:61ms
TXNID:860176 | STATUS:SUCCESS | LATENCY:1ms
TXNID:858229 | STATUS:SUCCESS | LATENCY:48ms
TXNID:217985 | STATUS:SUCCESS | LATENCY:90ms
TXNID:847491 | STATUS:REJECTED | LATENCY:110ms
TXNID:329692 | STATUS:REJECTED | LATENCY:82ms
TXNID:724068 | STATUS:FAILURE | LATENCY:15ms
TXNID:247476 | STATUS:REJECTED | LATENCY:65ms
TXNID:18330 | STATUS:PENDING | LATENCY:76ms
TXNID:287896 | STATUS:FAILURE | LATENCY:47ms
TXNID:262727 | STATUS:REJECTED | LATENCY:130ms
TXNID:738625 | STATUS:FAILURE | LATENCY:130ms
TXNID:236526 | STATUS:FAILURE | LATENCY:55ms
TXNID:458798 | STATUS:REJECTED | LATENCY:147ms
TXNID:374028 | STATUS:SUCCESS | LATENCY:159ms
TXNID:139301 | STATUS:SUCCESS | LATENCY:124ms
TXNID:261200 | STATUS:SUCCESS | LATENCY:119ms
TXNID:745974 | STATUS:PENDING | LATENCY:11ms
TXNID:694744 | STATUS:FAILURE | LATENCY:128ms
TXNID:481362 | STATUS:FAILURE | LATENCY:9ms
TXNID:146206 | STATUS:SUCCESS | LATENCY:120ms
TXNID:233274 | STATUS:SUCCESS | LATENCY:33ms
TXNID:775700 | STATUS:PENDING | LATENCY:85ms
TXNID:523884 | STATUS:REJECTED | LATENCY:100ms
TXNID:755936 | STATUS:FAILURE | LATENCY:63ms
TXNID:814594 | STATUS:SUCCESS | LATENCY:173ms
TXNID:238289 | STATUS:SUCCESS | LATENCY:162ms
TXNID:392317 | STATUS:SUCCESS | LATENCY:103ms
TXNID:217751 | STATUS:SUCCESS | LATENCY:173ms
TXNID:390914 | STATUS:PENDING | LATENCY:84ms
TXNID:781932 | STATUS:SUCCESS | LATENCY:143ms
TXNID:704727 | STATUS:FAILURE | LATENCY:45ms
TXNID:37783 | STATUS:REJECTED | LATENCY:17ms
TXNID:511273 | STATUS:FAILURE | LATENCY:113ms
TXNID:156224 | STATUS:PENDING | LATENCY:89ms
TXNID:116309 | STATUS:SUCCESS | LATENCY:170ms
TXNID:206101 | STATUS:SUCCESS | LATENCY:123ms
TXNID:118927 | STATUS:SUCCESS | LATENCY:55ms
TXNID:80281 | STATUS:FAILURE | LATENCY:188ms
TXNID:594925 | STATUS:PENDING | LATENCY:82ms
TXNID:36699 | STATUS:REJECTED | LATENCY:11ms
TXNID:933137 | STATUS:SUCCESS | LATENCY:61ms
TXNID:25914 | STATUS:SUCCESS | LATENCY:181ms
TXNID:411533 | STATUS:REJECTED | LATENCY:3ms
TXNID:148026 | STATUS:REJECTED | LATENCY:94ms
TXNID:538835 | STATUS:PENDING | LATENCY:156ms
TXNID:48121 | STATUS:PENDING | LATENCY:196ms
TXNID:628239 | STATUS:FAILURE | LATENCY:73ms
TXNID:817021 | STATUS:REJECTED | LATENCY:113ms
TXNID:489233 | STATUS:SUCCESS | LATENCY:76ms
TXNID:320503 | STATUS:SUCCESS | LATENCY:94ms
TXNID:179668 | STATUS:PENDING | LATENCY:1ms
TXNID:606772 | STATUS:SUCCESS | LATENCY:169ms
TXNID:124760 | STATUS:REJECTED | LATENCY:82ms
TXNID:246812 | STATUS:REJECTED | LATENCY:57ms
TXNID:765405 | STATUS:FAILURE | LATENCY:156ms
TXNID:413287 | STATUS:FAILURE | LATENCY:169ms
TXNID:437513 | STATUS:FAILURE | LATENCY:98ms
TXNID:906648 | STATUS:SUCCESS | LATENCY:141ms
TXNID:538636 | STATUS:SUCCESS | LATENCY:31ms
TXNID:528764 | STATUS:SUCCESS | LATENCY:130ms
TXNID:22799 | STATUS:FAILURE | LATENCY:65ms
TXNID:125692 | STATUS:REJECTED | LATENCY:169ms
TXNID:81306 | STATUS:PENDING | LATENCY:93ms
TXNID:921300 | STATUS:SUCCESS | LATENCY:137ms
TXNID:415299 | STATUS:FAILURE | LATENCY:178ms
TXNID:325700 | STATUS:SUCCESS | LATENCY:95ms
TXNID:130712 | STATUS:FAILURE | LATENCY:188ms
TXNID:10707 | STATUS:REJECTED | LATENCY:123ms
TXNID:840923 | STATUS:FAILURE | LATENCY:20ms
TXNID:197082 | STATUS:REJECTED | LATENCY:150ms
TXNID:140552 | STATUS:REJECTED | LATENCY:163ms
TXNID:821442 | STATUS:REJECTED | LATENCY:141ms
TXNID:276700 | STATUS:PENDING | LATENCY:158ms
TXNID:952895 | STATUS:REJECTED | LATENCY:136ms
TXNID:725867 | STATUS:PENDING | LATENCY:30ms
TXNID:763759 | STATUS:SUCCESS | LATENCY:86ms
TXNID:583260 | STATUS:REJECTED | LATENCY:72ms
TXNID:802068 | STATUS:FAILURE | LATENCY:102ms
TXNID:200237 | STATUS:SUCCESS | LATENCY:182ms
TXNID:560573 | STATUS:PENDING | LATENCY:173ms
TXNID:886790 | STATUS:FAILURE | LATENCY:181ms
TXNID:860974 | STATUS:FAILURE | LATENCY:155ms
TXNID:228948 | STATUS:REJECTED | LATENCY:137ms
TXNID:960751 | STATUS:REJECTED | LATENCY:94ms
TXNID:358631 | STATUS:SUCCESS | LATENCY:85ms
TXNID:761843 | STATUS:SUCCESS | LATENCY:5ms
TXNID:582515 | STATUS:REJECTED | LATENCY:13ms
TXNID:30341 | STATUS:SUCCESS | LATENCY:18ms
TXNID:494479 | STATUS:FAILURE | LATENCY:143ms
TXNID:550022 | STATUS:PENDING | LATENCY:187ms
TXNID:44430 | STATUS:SUCCESS | LATENCY:20ms
TXNID:541034 | STATUS:REJECTED | LATENCY:24ms
TXNID:836539 | STATUS:PENDING | LATENCY:2ms
TXNID:630807 | STATUS:PENDING | LATENCY:138ms
TXNID:910672 | STATUS:SUCCESS | LATENCY:107ms
TXNID:678826 | STATUS:FAILURE | LATENCY:6ms
TXNID:438160 | STATUS:REJECTED | LATENCY:97ms
TXNID:704625 | STATUS:FAILURE | LATENCY:82ms
TXNID:509389 | STATUS:PENDING | LATENCY:78ms
TXNID:581914 | STATUS:SUCCESS | LATENCY:182ms
TXNID:303725 | STATUS:SUCCESS | LATENCY:64ms
TXNID:246687 | STATUS:PENDING | LATENCY:191ms
TXNID:502984 | STATUS:FAILURE | LATENCY:116ms
TXNID:745699 | STATUS:SUCCESS | LATENCY:147ms
TXNID:78462 | STATUS:FAILURE | LATENCY:120ms
TXNID:252860 | STATUS:PENDING | LATENCY:87ms
TXNID:780214 | STATUS:REJECTED | LATENCY:121ms
TXNID:176623 | STATUS:PENDING | LATENCY:118ms
TXNID:495727 | STATUS:FAILURE | LATENCY:151ms
TXNID:795653 | STATUS:FAILURE | LATENCY:74ms
TXNID:757389 | STATUS:FAILURE | LATENCY:119ms
TXNID:322932 | STATUS:PENDING | LATENCY:80ms
TXNID:236479 | STATUS:SUCCESS | LATENCY:43ms
TXNID:501314 | STATUS:REJECTED | LATENCY:193ms
TXNID:598252 | STATUS:PENDING | LATENCY:123ms
TXNID:486735 | STATUS:FAILURE | LATENCY:139ms
TXNID:209433 | STATUS:SUCCESS | LATENCY:169ms
TXNID:911514 | STATUS:SUCCESS | LATENCY:73ms
TXNID:812678 | STATUS:PENDING | LATENCY:119ms
TXNID:778015 | STATUS:FAILURE | LATENCY:36ms
TXNID:104717 | STATUS:FAILURE | LATENCY:64ms
TXNID:394764 | STATUS:REJECTED | LATENCY:69ms
TXNID:871685 | STATUS:PENDING | LATENCY:96ms
TXNID:651907 | STATUS:FAILURE | LATENCY:104ms
TXNID:518680 | STATUS:SUCCESS | LATENCY:160ms
TXNID:803157 | STATUS:FAILURE | LATENCY:94ms
TXNID:396553 | STATUS:SUCCESS | LATENCY:194ms
TXNID:365940 | STATUS:SUCCESS | LATENCY:68ms
TXNID:60374 | STATUS:REJECTED | LATENCY:41ms
TXNID:525989 | STATUS:REJECTED | LATENCY:100ms
TXNID:280889 | STATUS:REJECTED | LATENCY:83ms
TXNID:298116 | STATUS:FAILURE | LATENCY:16ms
TXNID:872844 | STATUS:REJECTED | LATENCY:76ms
TXNID:984641 | STATUS:PENDING | LATENCY:163ms
TXNID:611713 | STATUS:REJECTED | LATENCY:108ms
TXNID:386700 | STATUS:SUCCESS | LATENCY:49ms
TXNID:805486 | STATUS:PENDING | LATENCY:184ms
TXNID:494015 | STATUS:SUCCESS | LATENCY:193ms
TXNID:818929 | STATUS:FAILURE | LATENCY:22ms
TXNID:584265 | STATUS:FAILURE | LATENCY:140ms
TXNID:943609 | STATUS:SUCCESS | LATENCY:42ms
TXNID:339799 | STATUS:REJECTED | LATENCY:48ms
TXNID:973484 | STATUS:FAILURE | LATENCY:116ms
TXNID:503524 | STATUS:REJECTED | LATENCY:17ms
TXNID:196214 | STATUS:PENDING | LATENCY:155ms
TXNID:35960 | STATUS:SUCCESS | LATENCY:97ms
TXNID:137481 | STATUS:SUCCESS | LATENCY:62ms
TXNID:239963 | STATUS:PENDING | LATENCY:111ms
TXNID:620587 | STATUS:REJECTED | LATENCY:148ms
TXNID:73490 | STATUS:SUCCESS | LATENCY:137ms
TXNID:410567 | STATUS:PENDING | LATENCY:196ms
TXNID:28616 | STATUS:PENDING | LATENCY:160ms
TXNID:473104 | STATUS:FAILURE | LATENCY:161ms
TXNID:457486 | STATUS:FAILURE | LATENCY:92ms
TXNID:214945 | STATUS:SUCCESS | LATENCY:185ms
TXNID:990696 | STATUS:SUCCESS | LATENCY:44ms
TXNID:607967 | STATUS:PENDING | LATENCY:17ms
TXNID:920637 | STATUS:PENDING | LATENCY:93ms
TXNID:674173 | STATUS:PENDING | LATENCY:153ms
TXNID:604345 | STATUS:REJECTED | LATENCY:143ms
TXNID:838893 | STATUS:PENDING | LATENCY:58ms
TXNID:220815 | STATUS:REJECTED | LATENCY:99ms
TXNID:539898 | STATUS:PENDING | LATENCY:116ms
TXNID:541581 | STATUS:SUCCESS | LATENCY:75ms
TXNID:454485 | STATUS:REJECTED | LATENCY:129ms
TXNID:156804 | STATUS:PENDING | LATENCY:53ms
TXNID:573863 | STATUS:REJECTED | LATENCY:24ms
TXNID:143799 | STATUS:SUCCESS | LATENCY:28ms
TXNID:709830 | STATUS:FAILURE | LATENCY:70ms
TXNID:856844 | STATUS:FAILURE | LATENCY:70ms
TXNID:10667 | STATUS:REJECTED | LATENCY:189ms
TXNID:476056 | STATUS:FAILURE | LATENCY:189ms
TXNID:668335 | STATUS:SUCCESS | LATENCY:9ms
TXNID:853870 | STATUS:PENDING | LATENCY:172ms
TXNID:786065 | STATUS:REJECTED | LATENCY:177ms
TXNID:261083 | STATUS:FAILURE | LATENCY:101ms
TXNID:105745 | STATUS:FAILURE | LATENCY:142ms
TXNID:241753 | STATUS:SUCCESS | LATENCY:27ms
TXNID:866334 | STATUS:FAILURE | LATENCY:194ms
TXNID:315596 | STATUS:REJECTED | LATENCY:177ms
TXNID:834665 | STATUS:SUCCESS | LATENCY:2ms
TXNID:760817 | STATUS:REJECTED | LATENCY:107ms
TXNID:880102 | STATUS:SUCCESS | LATENCY:30ms
TXNID:459876 | STATUS:PENDING | LATENCY:97ms
TXNID:699594 | STATUS:SUCCESS | LATENCY:120ms
TXNID:600725 | STATUS:SUCCESS | LATENCY:142ms
TXNID:8887 | STATUS:PENDING | LATENCY:196ms
TXNID:217598 | STATUS:SUCCESS | LATENCY:74ms
TXNID:588997 | STATUS:SUCCESS | LATENCY:11ms
